,Listing Type,Property Type,Building Type,City,Locality,Area,Rent,Furnishing Status,Number of Rooms,Number of Bathroom,Covered Parking,View,Floor Number,Tower/Block,Additional Rooms,Security Deposit,Available From,Age of Property (Years),Unit No,Total Floor Count,Balcony,Open/Uncovered Parking,Deposit amount,crime,hospital
1165,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,1469 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,3,3,1,Park View,5,B,Extra Room,Other,Immediately,4-Feb,501,25,Individual,,270000,no,no
1166,Rent,Residential,Apartment,Bangalore,Hebbal,1485 Sq.Ft. (Saleable Area),"55,000",Semi-Furnished,,,2,,1,A,Extra Room,One Month,Immediately,4-Feb,1,20,Individual,1,,no,no
1167,Rent,Commercial,Office Space,Bangalore,Mg Road,4415 Sq.Ft. (Built-up Area),7 L,Furnished,,,4,Road View,0,,,Other,,10+,,,,,7000000,no,no
1168,Rent,Residential,Builder Floor,Bangalore,Harlur,600 Sq.Ft. (Built-up Area),"20,000",Semi-Furnished,1,1,1,,2,,,Other,Immediately,4-Feb,3,4,Room-attached,,100000,no,no
1169,Rent,Residential,Apartment,Bangalore,Jp Nagar Phase 7,1400 Sq.Ft. (Built-up Area),"45,000",Furnished,2.5,2,1,,,,Extra Room,Other,Immediately,4-Feb,,,Connected,,8,no,no
1170,Rent,Residential,Independent House,Bangalore,Hsr Layout,4000 Sq.Ft. (Built-up Area),1.2 L,Semi-Furnished,4,4,1,,,,,Other,Immediately,4-Feb,1,2,Connected,,500000,no,no
1171,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,1469 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,3,2,1,Park View,First,A,,Other,Immediately,0-1,102,21,"Individual,Room-attached",,150000,no,no
1172,Rent,Residential,Apartment,Bangalore,Yelahanka,1700 Sq.Ft. (Built-up Area),"32,000",Semi-Furnished,3,3,1,Lake View,8,l,"Pooja Room,Servant Room,Study Room",Other,Immediately,4-Feb,,18,"Connected,Individual,Room-attached",1,200000,no,no
1173,Rent,Residential,Apartment,Bangalore,Bagalakunte,970 Sq.Ft. (Saleable Area),"32,000",Semi-Furnished,2,2,1,Park View,14,A,Extra Room,Other,Immediately,4-Feb,1402,30,Individual,,250000,no,no
1174,Rent,Commercial,Showroom,Bangalore,Sahakara Nagar,2450 Sq.Ft. (Built-up Area),4 L,Semi-Furnished,,,,,,,,Other,,,,,,,3000000,no,no
1175,Rent,Residential,Apartment,Bangalore,Hebbal,2500 Sq.Ft. (Built-up Area),"65,000",Semi-Furnished,3,3,1,Park View,4,B,Extra Room,Other,Immediately,4-Feb,403,20,Individual,,390000,no,no
1176,Rent,Commercial,Office Space,Bangalore,Sahakara Nagar,1300 Sq.Ft. (Built-up Area),"85,000",Semi-Furnished,,,1,Road View,2,2,,Other,,4-Feb,,,Connected,1,600000,no,no
1177,Rent,Residential,Builder Floor,Bangalore,Ulsoor,1200 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2,2,1,Road View,2,,Pooja Room,Other,Immediately,0-1,,,Connected,,180000,no,no
1178,Rent,Residential,Apartment,Bangalore,Murugesh Palya,700 Sq.Ft. (Built-up Area),"20,000",Semi-Furnished,1,1,1,Road View,2,1,,Other,Immediately,4-Feb,1,4,Connected,1,60000,no,no
1179,Rent,Residential,Apartment,Bangalore,Jakkur,2750 Sq.Ft. (Saleable Area),"90,000",Furnished,,,2,Garden View,,,Servant Room,Other,Immediately,,,,Connected,,900000,no,no
1180,Rent,Commercial,Office Space,Bangalore,Vasanth Nagar,3000 Sq.Ft. (Built-up Area),4.47 L,Furnished,,,2,Road View,2,,,Other,,0-1,23,,,2,"1,341,000",no,no
1181,Rent,Residential,Independent House,Bangalore,Bilekahalli,3200 Sq.Ft. (Built-up Area),1.5 L,Semi-Furnished,5,5,1,Garden View,,,,Other,Immediately,4-Feb,,2,Room-attached,,600000,no,no
1182,Rent,Residential,Apartment,Bangalore,Bommasandra,1500 Sq.Ft. (Built-up Area),"22,000",Semi-Furnished,3,3,,Garden View,3,2,Study Room,Other,Immediately,,100,9,,,100000,no,yes
1183,Rent,Residential,Apartment,Bangalore,Hebbal,1987 Sq.Ft. (Built-up Area),"55,000",Semi-Furnished,3.5,3,1,Garden View,3,4,,Two Month,Immediately,4-Feb,,30,Room-attached,,,no,no
1184,Rent,Residential,Apartment,Bangalore,Doddanekundi,1300 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,2,2,1,Road View,2,1,,Other,Later,4-Feb,1,5,Room-attached,,180000,no,no
1185,Rent,Residential,Apartment,Bangalore,Bagalakunte,1388 Sq.Ft. (Saleable Area),"32,000",Semi-Furnished,3,2,1,,15,,,Other,,0-1,,30,Connected,1,200000,no,no
1186,Rent,Residential,Apartment,Bangalore,Varthur,700 Sq.Ft. (Built-up Area),"27,000",Semi-Furnished,1,1,1,,3,,,Other,Later,4-Feb,1,10,Connected,,150000,no,no
1187,Rent,Residential,Apartment,Bangalore,International Airport Road,1461 Sq.Ft. (Saleable Area),"36,000",Semi-Furnished,3,3,1,Park View,6,A,Extra Room,Other,Immediately,4-Feb,602,15,Individual,,150000,no,no
1188,Rent,Residential,Apartment,Bangalore,Indiranagar,1200 Sq.Ft. (Built-up Area),"50,000",Furnished,2,2,1,Road View,4,,,Other,Immediately,4-Feb,,,Individual,1,300000,no,yes
1189,Rent,Residential,Apartment,Bangalore,Electronic City,1000 Sq.Ft. (Built-up Area),"32,000",Semi-Furnished,2,2,1,,1,1,,Other,Later,0-1,8,12,,,200000,no,no
1190,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,957 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2,2,1,Garden View,16,A,Extra Room,Other,Immediately,4-Feb,1,25,Connected,,200000,no,no
1191,Rent,Residential,Apartment,Bangalore,Cv Raman Nagar,1350 Sq.Ft. (Built-up Area),"35,300",Semi-Furnished,2,2,1,Road View,3,1,,Other,Later,0-1,1,4,Connected,,200000,no,no
1192,Rent,Residential,Apartment,Bangalore,Nagondanhalli,1100 Sq.Ft. (Built-up Area),"32,000",Semi-Furnished,2,2,1,Road View,2,2,,Other,Immediately,0-1,2,4,Individual,,100000,no,no
1193,Rent,Residential,Villa,Bangalore,Jalahalli West,2420 Sq.Ft. (Saleable Area),"60,000",Semi-Furnished,4,4,2,Garden View,,F,Servant Room,,Immediately,0-1,544,2,Connected,,,no,no
1194,Rent,Residential,Apartment,Bangalore,Whitefield,1300 Sq.Ft. (Built-up Area),"32,000",Semi-Furnished,2.5,2,1,,3,A,,Other,Immediately,4-Feb,302,5,Individual,,160000,no,no
1195,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,957 Sq.Ft. (Saleable Area),"36,500",Semi-Furnished,2,2,1,Garden View,5,1,Pooja Room,Other,Immediately,0-1,1,21,Room-attached,1,150000,no,no
1196,Rent,Residential,Apartment,Bangalore,Sarjapur Road,653 Sq.Ft. (Saleable Area),"30,000",Furnished,1,1,1,Pool View,14,A,,Other,Immediately,0-1,A-1405,22,Individual,,100000,no,no
1197,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,1000 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,2,2,1,Road View,1,,Pooja Room,Other,Immediately,0-1,1,4,Connected,,200000,no,no
1198,Rent,Commercial,Showroom,Bangalore,Langford Road,2000 Sq.Ft. (Built-up Area),1.5 L,Unfurnished,,,2,Road View,Gf,1,,Other,,10-Aug,1,4,,,900000,no,no
1199,Rent,Commercial,Office Space,Bangalore,Kundalahalli,7300 Sq.Ft. (Built-up Area),15 L,Unfurnished,,,1,Community View,G+2,1,,Other,,0-1,3,,Individual,1,10 months,no,no
1200,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,1571 Sq.Ft. (Saleable Area),"42,000",Semi-Furnished,3,3,1,Garden View,11,7,,,Immediately,0-1,,11,Room-attached,,,no,no
1201,Rent,Residential,Apartment,Bangalore,Jakkur,900 Sq.Ft. (Saleable Area),"36,000",Furnished,2,2,1,Garden View,1,C,Study Room,Other,Immediately,0-1,5,9,Connected,1,175000,no,no
1202,Rent,Residential,Villa,Bangalore,Electronic City Phase I,2431 Sq.Ft. (Saleable Area),"75,000",Furnished,,,1,Community View,,,Servant Room,Other,Immediately,,,,Connected,,400000,no,no
1203,Rent,Commercial,Office Space,Bangalore,Rt Nagar,800 Sq.Ft. (Built-up Area),"18,000",Furnished,,,1,Road View,1,1,,Other,,,1,,Individual,1,120000,no,no
1204,Rent,Residential,Apartment,Bangalore,Yelahanka,1100 Sq.Ft. (Saleable Area),"24,000",Semi-Furnished,,,1,Garden View,12,b,,Other,Immediately,4-Feb,,16,Individual,1,150000,no,no
1205,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,600 Sq.Ft. (Built-up Area),"26,000",Semi-Furnished,1,1,1,Road View,2,,Pooja Room,Other,Immediately,4-Feb,1,4,"Connected,Individual,Room-attached",1,150000,no,no
1206,Rent,Residential,Apartment,Bangalore,A Narayanapura,1350 Sq.Ft. (Built-up Area),"36,000",Semi-Furnished,3,3,,Road View,1,A,,Other,Immediately,4-Feb,101,5,Connected,,150000,no,yes
1207,Rent,Residential,Apartment,Bangalore,Jakkur,1125 Sq.Ft. (Saleable Area),"19,500",Semi-Furnished,,2,1,Garden View,1,,,Other,Immediately,4-Feb,,,Connected,1,100000,no,no
1208,Rent,Residential,Builder Floor,Bangalore,Koramangala,1200 Sq.Ft. (Built-up Area),"55,000",Semi-Furnished,2,2,1,Road View,1,,,Other,Later,0-1,,,Connected,,300000,no,yes
1209,Rent,Residential,Apartment,Bangalore,Old Madras Road,2760 Sq.Ft. (Saleable Area),"75,000",Semi-Furnished,3,3,1,Road View,6,A,Extra Room,Other,Immediately,,603,13,Individual,,450000,no,no
1210,Rent,Residential,Plot,Bangalore,Peenya,1200 Sq.Yd. (Plot Area),67 L,,,,,Road View,,,,,,,,,,,,no,yes
1211,Rent,Residential,Builder Floor,Bangalore,Judicial Layout,2400 Sq.Ft. (Built-up Area),1 L,Semi-Furnished,4,4,2,Park View,4,,"Pooja Room,Servant Room",Other,Immediately,4-Feb,4,4,Connected,1,80000,no,no
1212,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,1164 Sq.Ft. (Built-up Area),"50,000",Semi-Furnished,3,3,1,,,,,Other,Immediately,4-Feb,,25,Room-attached,,150000,no,no
1213,Rent,Residential,Apartment,Bangalore,Chandapura Anekal Road,957 Sq.Ft. (Carpet Area),"15,000",Semi-Furnished,2.5,2,1,Community View,5,A,,Other,Immediately,4-Feb,A,10,Individual,,75000,no,no
1214,Rent,Commercial,Shop,Bangalore,Jakkur,850 Sq.Ft. (Built-up Area),"34,000",Semi-Furnished,,,1,,,,,Other,,4-Feb,,,,,340000,no,no
1215,Rent,Residential,Apartment,Bangalore,Bannerghatta Road,1495 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,3,2,1,Park View,2,,,Other,Immediately,10+,,3,Room-attached,,275000,no,yes
1216,Rent,Residential,Apartment,Bangalore,Vidyaranyapura,789 Sq.Ft. (Saleable Area),"35,000",Semi-Furnished,,2,1,Garden View,3,2,Pooja Room,,Immediately,4-Feb,,12,"Connected,Room-attached",1,,no,yes
1217,Rent,Residential,Builder Floor,Bangalore,Iti Layout,1000 Sq.Ft. (Built-up Area),"32,000",Semi-Furnished,2,2,1,,,,,Other,Immediately,4-Feb,,,,,100000,no,no
1218,Rent,Residential,Penthouse,Bangalore,Ashok Nagar,3300 Sq.Ft. (Saleable Area),3.5 L,Semi-Furnished,,,2,Park View,3,,Servant Room,Other,Immediately,7-May,,3,Connected,,3500000,no,no
1219,Rent,Residential,Apartment,Bangalore,Ulsoor,2190 Sq.Ft. (Built-up Area),1.2 L,Furnished,3,3,1,Road View,4,B,Extra Room,Other,Immediately,4-Feb,4,403,Individual,,480000,no,no
1220,Rent,Residential,Apartment,Bangalore,Koramangala,2190 Sq.Ft. (Saleable Area),"70,000",Semi-Furnished,3,3,1,Garden View,6,D,,Other,Immediately,0-1,,18,Connected,,350000,no,yes
1221,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,957 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2,2,1,Garden View,19,D,Extra Room,Other,Immediately,4-Feb,1,25,Connected,,210000,no,no
1222,Rent,Residential,Apartment,Bangalore,Bagalakunte,2100 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,4,5,1,,15,,,Other,,0-1,,29,"Connected,Room-attached",1,300000,no,no
1223,Rent,Residential,Apartment,Bangalore,Whitefield,2341 Sq.Ft. (Built-up Area),"90,000",Semi-Furnished,3.5,4,1,Community View,14,,"Servant Room,Study Room",Other,Immediately,4-Feb,,,Connected,,500000,no,no
1224,Rent,Residential,Apartment,Bangalore,Frazer Town,1000 Sq.Ft. (Built-up Area),"32,000",Furnished,2,2,1,,1,1,,Other,,10+,3,4,,,180000,no,no
1225,Rent,Residential,Apartment,Bangalore,Mahadevpura,1160 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,2,2,1,,1,A,,Other,Later,10-Aug,113,5,Individual,,160000,no,no
1226,Rent,Commercial,Office Space,Bangalore,Sahakara Nagar,1800 Sq.Ft. (Built-up Area),1.4 L,Semi-Furnished,,,1,Road View,1,2,,Other,,0-1,4,,Connected,1,700000,no,no
1227,Rent,Residential,Apartment,Bangalore,Old Airport Road,1650 Sq.Ft. (Saleable Area),"41,000",Semi-Furnished,,2,1,Garden View,2,a,Pooja Room,Other,Immediately,10-Aug,1,5,"Connected,Room-attached",1,200000,no,no
1228,Rent,Residential,Apartment,Bangalore,Benson Town,3000 Sq.Ft. (Built-up Area),"90,000",Semi-Furnished,4,4,2,Road View,4,2,Study Room,Other,Immediately,10+,407,5,Connected,2,550000,no,yes
1229,Rent,Residential,Apartment,Bangalore,Whitefield,2050 Sq.Ft. (Built-up Area),"38,000",Furnished,3,2,1,Community View,2,,,Other,,4-Feb,,,Individual,1,160000,no,no
1230,Rent,Residential,Apartment,Bangalore,Yemalur,2147 Sq.Ft. (Built-up Area),1 L,Furnished,3.5,3,1,Park View,6,B,Extra Room,Other,Immediately,4-Feb,603,10,Individual,,600000,no,no
1231,Rent,Residential,Independent House,Bangalore,Murugesh Palya,655 Sq.Ft. (Built-up Area),"18,000",Semi-Furnished,1,1,1,Road View,,,,Other,Immediately,7-May,,4,,,18000,no,no
1232,Rent,Residential,Builder Floor,Bangalore,Kasavanahalli,1200 Sq.Ft. (Built-up Area),"35,000",Furnished,2,2,1,,ground,,,Other,Immediately,4-Feb,1,5,,,140000,no,no
1233,Rent,Residential,Apartment,Bangalore,Sonnenahalli,1200 Sq.Ft. (Built-up Area),"30,000",Furnished,5,2,3,Garden View,4 floors,,Pooja Room,Other,Immediately,0-1,,4,Connected,,150000,no,no
1234,Rent,Commercial,Industrial Plot,Bangalore,Marathahalli,10000 Sq.Ft. (Plot Area),10 L,,,,,,,,,,,,,,,,,no,no
1235,Rent,Residential,Apartment,Bangalore,Hosur Road,1735 Sq.Ft. (Carpet Area),"55,000",Semi-Furnished,,,1,Garden View,2,,,Other,,4-Feb,,,Individual,,500000,no,no
1236,Rent,Residential,Apartment,Bangalore,Electronic City Phase ii,1213 Sq.Ft. (Built-up Area),"25,000",Semi-Furnished,3,2,1,Garden View,2,1,Pooja Room,Other,Immediately,7-May,1,4,Room-attached,,150000,no,no
1237,Rent,Residential,Apartment,Bangalore,Yelahanka New Town,1267 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,,,1,Garden View,1,D,,Other,Immediately,4-Feb,,13,Individual,1,250000,no,no
1238,Rent,Residential,Apartment,Bangalore,Sarjapur Road,1581 Sq.Ft. (Carpet Area),"45,000",Semi-Furnished,,3,1,Garden View,5,a,,Other,Immediately,0-1,506,26,Connected,,200000,no,no
1239,Rent,Commercial,Office Space,Bangalore,Jnana Bharathi,1100 Sq.Ft. (Built-up Area),"30,000",Unfurnished,,,1,,Ground &amp; 1st floor,Corner building,,Other,,0-1,1,,,6+,300000,no,no
1240,Rent,Residential,Apartment,Bangalore,Marathahalli,1050 Sq.Ft. (Built-up Area),"38,000",Semi-Furnished,2,2,1,Road View,1,A,,Other,Immediately,4-Feb,,5,Connected,,200000,no,no
1241,Rent,Residential,Apartment,Bangalore,Sahakara Nagar,2780 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,,3,1,Lake View,17,6,,Other,Immediately,0-1,,28,Connected,1,300000,no,no
1242,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,912 Sq.Ft. (Carpet Area),"26,000",Semi-Furnished,,,2,,,,,,,,,,Individual,,,no,no
1243,Rent,Residential,Builder Floor,Bangalore,Koramangala,2500 Sq.Ft. (Built-up Area),1 L,Semi-Furnished,3,3,2,,,,,Other,Immediately,7-May,,,,,600000,no,yes
1244,Rent,Residential,Apartment,Bangalore,Koramangala,2634 Sq.Ft. (Saleable Area),"70,000",Semi-Furnished,3,3,1,,,,Servant Room,Other,Immediately,4-Feb,,,Individual,,Six month,no,yes
1245,Rent,Residential,Apartment,Bangalore,Jayamahal,6000 Sq.Ft. (Carpet Area),3.1 L,Semi-Furnished,6,6,6,Park View,5,2,Servant Room,Other,Immediately,7-May,507,7,,,1500000,no,no
1246,Rent,Residential,Builder Floor,Bangalore,Hsr Layout Sector 2,850 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2,2,1,,1,,,Other,Immediately,4-Feb,,,Individual,,150000,no,no
1247,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,618 Sq.Ft. (Built-up Area),"25,000",Semi-Furnished,1,1,1,Garden View,17,C,Extra Room,Other,Immediately,0-1,1,25,Room-attached,,150000,no,no
1248,Rent,Residential,Builder Floor,Bangalore,Murugesh Palya,1030 Sq.Ft. (Built-up Area),"23,000",Semi-Furnished,2,2,1,,2,,,Other,Immediately,7-May,,4,,,100000,no,no
1249,Rent,Commercial,Shop,Bangalore,Jakkur,950 Sq.Ft. (Built-up Area),"55,000",Semi-Furnished,,,1,,,,,Other,,4-Feb,,,,,550000,no,no
1250,Rent,Residential,Builder Floor,Bangalore,Hsr Layout Sector 2,1200 Sq.Ft. (Built-up Area),"46,000",Semi-Furnished,3,2,1,,3,,,Other,Immediately,7-May,3,4,Connected,,200000,no,no
1251,Rent,Residential,Apartment,Bangalore,Bellandur,1150 Sq.Ft. (Built-up Area),"48,000",Furnished,2,,,,,,,Other,Immediately,,,,Connected,,6 months,no,no
1252,Rent,Residential,Apartment,Bangalore,Whitefield,2310 Sq.Ft. (Carpet Area),1.05 L,Semi-Furnished,,,1,Park View,4,1,Extra Room,Other,Immediately,4-Feb,3,21,Connected,,1200000,no,no
1253,Rent,Residential,Apartment,Bangalore,Yelahanka,777 Sq.Ft. (Carpet Area),"26,000",Semi-Furnished,2,2,1,Garden View,2,B,Extra Room,Other,Immediately,4-Feb,1,4,Connected,,156000,no,no
1254,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,600 Sq.Ft. (Built-up Area),"32,000",Semi-Furnished,1,1,1,,2nd,,,Other,Immediately,4-Feb,,,Connected,,100000,no,no
1255,Rent,Residential,Apartment,Bangalore,Whitefield,1200 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2,2,1,Road View,2,2,,Other,Immediately,0-1,2,4,Individual,,100000,no,no
1256,Rent,Residential,Apartment,Bangalore,Kanakapura Road,1314 Sq.Ft. (Saleable Area),"35,000",Semi-Furnished,3,3,1,Road View,7,B,Extra Room,Other,Immediately,4-Feb,702,14,Individual,,210000,no,no
1257,Rent,Commercial,Industrial Plot,Bangalore,Bagaluru,3 Acre (Plot Area),38 L,,,,,Road View,,,,,,,,,,,,no,no
1258,Rent,Residential,Apartment,Bangalore,Hebbal,3067 Sq.Ft. (Saleable Area),1.5 L,Semi-Furnished,,4,2,Lake View,29,,Servant Room,Other,Immediately,4-Feb,,40,Connected,,1200000,no,no
1259,Rent,Residential,Apartment,Bangalore,Ramamurthy Nagar,1746 Sq.Ft. (Saleable Area),"41,000",Semi-Furnished,,2,1,Garden View,8,D,Pooja Room,Other,Immediately,4-Feb,,14,"Connected,Room-attached",,3000000,no,no
1260,Rent,Residential,Apartment,Bangalore,Kanakapura Road,2080 Sq.Ft. (Built-up Area),"52,500",Semi-Furnished,3,4,2,Garden View,11,26,Pooja Room,Other,Immediately,10-Aug,,28,"Individual,Room-attached",,350000,no,no
1261,Rent,Residential,Apartment,Bangalore,Kr Puram,1801 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,3,3,1,Garden View,9,1,Pooja Room,Other,Immediately,7-May,5,14,Connected,1,200000,no,no
1262,Rent,Residential,Apartment,Bangalore,Yelahanka New Town,1338 Sq.Ft. (Saleable Area),"40,000",Semi-Furnished,,,1,Lake View,12,7,,Other,Immediately,0-1,,28,Connected,1,250000,no,no
1263,Rent,Residential,Apartment,Bangalore,Mahadevpura,1100 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,2,2,2,,2,E,,,Later,0-1,1,2,Individual,,,no,no
1264,Rent,Commercial,Showroom,Bangalore,Kundalahalli,4400 Sq.Ft. (Built-up Area),4.2 L,Unfurnished,,,6+,Road View,6,,,Other,,0-1,,,,3,3,no,no
1265,Rent,Commercial,Office Space,Bangalore,Rt Nagar,2464 Sq.Ft. (Built-up Area),1.84 L,Unfurnished,,,1,Community View,1,1,,Other,,0-1,1,,Individual,1,10 month,no,no
1266,Rent,Residential,Apartment,Bangalore,Konanakunte,2140 Sq.Ft. (Saleable Area),"55,000",Semi-Furnished,3,2,1,,,,Servant Room,Other,Immediately,,,,Individual,,Six months,yes,no
1267,Rent,Residential,Builder Floor,Bangalore,New Thippasandra,1100 Sq.Ft. (Built-up Area),"54,000",Semi-Furnished,2,2,,Community View,1,,Pooja Room,Other,Immediately,0-1,H1,3,Connected,1,330000,no,no
1268,Rent,Commercial,Showroom,Bangalore,Thippasandra,650 Sq.Ft. (Built-up Area),1.1 L,Semi-Furnished,,,1,Road View,Ground,,,Other,,10+,13,2,,6+,700000,no,no
1269,Rent,Residential,Apartment,Bangalore,Old Madras Road,1696 Sq.Ft. (Saleable Area),"45,000",Furnished,2,3,1,Road View,13,,,Other,Immediately,7-May,,,Connected,1,200000,no,no
1270,Rent,Residential,Villa,Bangalore,Hoskote,2000 Sq.Ft. (Built-up Area),"90,000",Semi-Furnished,3,3,2,Community View,,0,,Other,Immediately,10-Aug,0,1,Connected,2,540000,no,no
1271,Rent,Residential,Apartment,Bangalore,Yelachena Halli,1637 Sq.Ft. (Saleable Area),"50,000",Semi-Furnished,,3,1,Community View,23,,,Other,Immediately,4-Feb,,,Connected,,250000,no,no
1272,Rent,Commercial,Office Space,Bangalore,Sindhi Colony,2000 Sq.Ft. (Built-up Area),1.1 L,Furnished,,,1,Road View,1,,,Other,,10-Aug,,,Individual,1,600000,no,no
1273,Rent,Residential,Apartment,Bangalore,Bannerghatta Road,1800 Sq.Ft. (Saleable Area),"36,000",Semi-Furnished,,2,1,Road View,3,B,,Other,Immediately,10+,B,3,Connected,,200000,no,yes
1274,Rent,Residential,Apartment,Bangalore,Hsr Layout,2800 Sq.Ft. (Built-up Area),"75,000",Semi-Furnished,4,5,2,Road View,2,3,Pooja Room,Other,Immediately,4-Feb,1,2,"Connected,Individual,Room-attached",1,500000,no,no
1275,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,650 Sq.Ft. (Built-up Area),"27,000",Semi-Furnished,1,1,1,,3,,,Other,Immediately,4-Feb,4,5,Individual,,100000,no,no
1276,Rent,Residential,Apartment,Bangalore,Bhoganhalli,880 Sq.Ft. (Built-up Area),,Semi-Furnished,1,1,1,Garden View,3,2,,Other,Immediately,0-1,,15,Connected,,100000,no,no
1277,Rent,Residential,Apartment,Bangalore,Vidyaranyapura,1830 Sq.Ft. (Saleable Area),"46,000",Semi-Furnished,3,4,2,Garden View,8,1,Pooja Room,,Immediately,4-Feb,,12,"Connected,Room-attached",,,no,yes
1278,Rent,Commercial,Land,Bangalore,Marathahalli,40000 Sq.Ft. (Plot Area),6 L,,,,,,,,,,,,,,,,,no,no
1279,Rent,Residential,Apartment,Bangalore,Sarjapur Road,1150 Sq.Ft. (Saleable Area),"35,000",Furnished,,2,1,,10,,,Other,Later,7-May,,,Connected,,120000,no,no
1280,Rent,Residential,Apartment,Bangalore,Konanakunte,644 Sq.Ft. (Built-up Area),"30,000",Semi-Furnished,1,1,1,East,,,,Other,,4-Feb,,,,,200000,yes,no
1281,Rent,Commercial,Warehouse,Bangalore,Dasanapura,4000 Sq.Ft. (Built-up Area),"76,000",,,,1,,,,,Two Month,,0-1,,,,,,no,no
1282,Rent,Commercial,Co-working Space,Bangalore,Queens Road,100 Sq.Ft. (Saleable Area),"12,999",Furnished,,,,,3,,,,,0-1,,,,,,no,no
1283,Rent,Commercial,Shop,Bangalore,Hennur Road,3000 Sq.Ft. (Built-up Area),2.1 L,Semi-Furnished,,,1,,,,,,,0-1,,,,,,no,no
1284,Rent,Residential,Independent House,Bangalore,Murugesh Palya,425 Sq.Ft. (Built-up Area),"12,000",Semi-Furnished,Studio,1,,Road View,,,,Other,Immediately,7-May,,3,,,30000,no,no
1285,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,1571 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,3,3,1,Garden View,11,,,Other,Immediately,4-Feb,,19,Room-attached,,250000,no,no
1286,Rent,Residential,Apartment,Bangalore,Hebbal,1345 Sq.Ft. (Saleable Area),"60,000",Semi-Furnished,3,3,1,Road View,4,B,Extra Room,Other,Immediately,4-Feb,402,15,Individual,,360000,no,no
1287,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,1300 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,2,2,1,Park View,1,,,Other,Immediately,4-Feb,1,4,"Connected,Individual",1,200000,no,no
